Subject_ID,Survey_Code,Condition,Order_Group,Dom_Hand,SPARC_Dom,Jerk_Dom,VelInv_Dom,Dwell_Dom,Vel_Mean_Dom,Vel_Peak_Dom,Vel_SD_Dom,PathLen_Dom,RULA_Mean,Wr_Flex_Mean_Dom,Wr_Flex_SD_Dom,Wr_Dev_Mean_Dom,Wr_Dev_SD_Dom,UA_Mean_Dom,SD_UA_Dom,LA_Mean_Dom,SD_LA_Dom,Neck_Sag_Mean,Neck_Sag_SD,Trunk_Sag_Mean,Trunk_Sag_SD,Awareness,NASA-Perceived mental demand 1,NASA-perceived time pressure1,NASA_effort required1,NASA-perceived performance1,NASA-emotional experience-Insecurity,NASA-emotional experience-Discouragement,NASA-emotional experience-Irritation,NASA-emotional experience-Stress,NASA-emotional experience-Annoyement,SART-perceived task complexity,SART-readiness / alertness,SART-attentional focus on movement,SART-spare mental capacity,Perceived control&stress-perceived control of movements,Perceived control&stress-awareness of mistakes or near-mistakes,Sense of agency
6,6,baseline,A->B,DX,-0.9895794447007717,-28.05251852761987,41,25.76108945576553,0.2749008323149336,4.231916551710438,0.2970958447502954,17.030231915294102,3.2492447129909365,-10.873081859516615,13.001961700697986,8.486655039274924,23.272368861905765,6.997241649546827,6.110251892368227,36.34404635800605,4.507853877405507,38.69535583912386,3.3072437178220406,-2.208931185045317,5.307374468134185,66.66666667,11.11111111,33.33333333,22.22222222,44.44444444,50.0,50.0,0.0,0.0,0.0,100.0,100.0,50.0,25.0,100.0,25.0,100.0
6,6,workload,A->B,DX,-1.772826776538212,-27.00753308016206,32,59.39763001974985,0.14456575742014777,3.392267513693132,0.2474910569687753,8.844440788812463,3.0533536585365852,-15.336309008384145,14.197857032953145,9.576773954268292,22.66733664653903,3.7112555152439026,5.076977054044944,37.9688982660061,4.828005354289289,38.643470568597564,4.884179121610074,-3.6483544832317074,4.809688659631111,0.0,77.77777778,66.66666667,100.0,66.66666667,75.0,50.0,0.0,75.0,50.0,25.0,50.0,0.0,25.0,25.0,50.0,25.0
7,7,baseline,B->A,DX,-0.9558589274734206,-28.562189016451338,50,10.03608331966541,0.3453186942869036,3.341698881172697,0.27477417271809457,21.53524241232855,3.233259749816041,-13.61517920897719,11.766299394855078,8.601916586460632,26.782473286968262,17.988517232523915,4.1420877777196585,29.967619813833704,6.3185320875427955,6.416252922737307,7.121443947747389,-12.450602179543782,3.916582808432962,100.0,0.0,0.0,0.0,88.88888889,0.0,0.0,0.0,0.0,0.0,100.0,75.0,50.0,100.0,100.0,100.0,0.0
7,7,workload,B->A,DX,-0.9725593603014895,-28.411784074987935,65,34.53723587979998,0.21306778526393494,3.2343957694432133,0.2501177858775381,14.370117607243118,3.307852675469076,-13.478160539958306,20.665530968179446,9.356040221681722,33.032637219876236,22.616402560806115,7.665229758078346,29.81156859277276,21.050664394561572,4.432508399583044,6.371401025620567,-8.82823409381515,3.607882332585201,77.77777778,55.55555556,11.11111111,22.22222222,33.33333333,25.0,0.0,0.0,25.0,0.0,50.0,75.0,25.0,0.0,50.0,75.0,25.0
8,8,baseline,B->A,DX,-0.9622241245348777,-27.7080201795229,45,12.512367258096432,0.2979425353943433,3.327808801316189,0.24625451374306817,18.406156834153688,3.028051554207733,-15.223920260045489,15.285289271364702,3.283283908263836,12.33065921209364,14.507298665655801,2.4986577462093957,14.418829584533738,5.115386080061286,26.171848748294163,6.250929387581794,-9.565921328278998,2.2752342815810254,66.66666667,11.11111111,11.11111111,22.22222222,33.33333333,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,100.0,100.0,100.0,100.0
8,8,workload,B->A,DX,-0.9756024178653983,-27.38286816799647,48,66.12319140140556,0.11793922914208883,3.6790057700681573,0.25453751885516385,7.117638758800458,3.1804163454124903,-20.469695236700076,7.182449081554315,3.920821956052428,15.673172369807212,13.322440030840403,5.574481916732236,10.55124567309175,4.100230775238275,16.582712150346953,6.900757876799985,-6.1066193238242095,3.86429315637626,33.33333333,88.88888889,88.88888889,88.88888889,100.0,75.0,75.0,0.0,0.0,75.0,25.0,0.0,0.0,25.0,25.0,25.0,25.0
9,9,baseline,A->B,SX,-0.9913068091080331,-28.620383075371503,59,6.422622378773414,0.40556362391650386,3.9352853139826083,0.30390108159408186,24.95095140303952,3.0724085365853657,13.332927473323169,21.521773782316007,4.953250852896342,14.385772289451223,12.648090675304877,4.160951432798327,33.019923696646345,8.520977087844418,53.71575260213415,9.592164173120514,1.0042589298780489,5.976919602648999,100.0,0.0,11.11111111,11.11111111,33.33333333,0.0,0.0,0.0,0.0,0.0,100.0,75.0,50.0,50.0,75.0,75.0,100.0
9,9,workload,A->B,SX,-1.775740853845489,-27.29065833191498,49,34.857806721864065,0.16519765358203065,3.617990579791946,0.24145535063428405,10.234697894201897,3.106094808126411,15.676882243039879,13.898807550803017,2.8199286704288937,15.282968316073653,11.455597917983447,5.010674802071375,37.89188299473288,10.708989570257327,66.5007182151994,38.06704803919866,-3.1661222332580885,5.294434650605629,55.55555556,77.77777778,33.33333333,88.88888889,100.0,75.0,75.0,0.0,50.0,0.0,25.0,25.0,100.0,0.0,25.0,75.0,50.0
10,10,baseline,B->A,DX,-0.9648157333503706,-28.493793911514626,54,9.945854930832976,0.3559749424620518,3.297634366650101,0.2687877254871527,21.94946675696167,3.0,-3.365883082889734,32.56561177453071,3.6473007794676806,12.930773662289003,3.9362090768060836,7.120269400758416,32.89105209581749,4.852066648781679,10.179275590114068,2.6069230807733867,-1.253643366539924,3.500735058533864,100.0,0.0,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,100.0,50.0,50.0,75.0
10,10,workload,B->A,DX,-0.9862072066271929,-30.106598405621842,64,66.61332831325302,0.13893330870441584,3.2791886507535883,0.30151716044949955,10.454709380979034,3.049813200498132,-2.7090645317559154,17.741284933771954,9.420151603985056,24.090875346859978,10.749087209838105,6.79733160108357,37.13925210834371,10.981835375763875,38.746020287048566,21.080877811484612,4.614206787048568,7.229992840411185,66.66666667,22.22222222,0.0,22.22222222,66.66666667,25.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,75.0,50.0,75.0,75.0
11,11,baseline,A->B,DX,-0.9967028289912604,-28.59209956233479,60,6.073476672891636,0.35787960738317387,3.769251084813475,0.26424250103026325,22.2713049809362,3.00301431801055,-14.91423895930671,13.404729524371053,6.213238366993217,30.23304828483463,-2.6519164235116808,7.453468463981806,50.667183498116046,8.346308898632124,34.93123883044461,6.162595661628953,-8.798485597588545,5.6571646097402635,100.0,44.44444444,55.55555556,44.44444444,22.22222222,25.0,0.0,0.0,25.0,0.0,75.0,75.0,75.0,100.0,75.0,50.0,75.0
11,11,workload,A->B,DX,-0.9656507429521943,-27.502272782423,50,42.406353108623925,0.1469166889069541,3.3948382965386714,0.22377166072101312,9.200696314060561,3.061801935964259,-7.746594778108712,17.97525313901152,10.31485947803425,35.9874037877438,5.787295554728221,9.003196371875449,55.282361862993305,15.004937658095539,19.35377105882353,10.607337966826387,-7.322981548026806,4.784519731007206,77.77777778,88.88888889,100.0,88.88888889,33.33333333,75.0,25.0,25.0,50.0,25.0,25.0,25.0,50.0,100.0,50.0,100.0,50.0
12,12,baseline,B->A,DX,-1.2695887358642488,-28.510564413891927,59,3.2911392405063298,0.43378040909981497,3.8181342985130797,0.28094308574227356,25.906916411043397,2.993141289437586,-9.073374717421125,12.770181323436818,5.721366767489712,21.820083706190136,6.936354482853223,5.807415050093306,40.35288847599451,12.412589841988845,19.622695699588476,7.706126813934893,-5.409073678326474,4.419603422575258,100.0,11.11111111,11.11111111,11.11111111,11.11111111,0.0,0.0,0.0,0.0,0.0,100.0,75.0,100.0,25.0,100.0,100.0,100.0
12,12,workload,B->A,DX,-1.241199631294005,-28.320797180103426,43,2.39401578435734,0.3965843338591949,3.7879583146802074,0.26612201860685875,23.45274098335329,2.9951523545706373,-13.774294716066484,15.756343205344004,10.310095680055403,25.47715070584107,9.442230619113573,2.90484588868993,49.173021828254846,14.43582816710733,7.237830092105264,6.414473499546796,-4.210264320637119,4.376017670365362,77.77777778,77.77777778,88.88888889,44.44444444,22.22222222,100.0,50.0,50.0,75.0,50.0,25.0,25.0,25.0,25.0,50.0,0.0,25.0
13,13,baseline,A->B,DX,-1.0364001549458148,-27.41550146536057,49,27.80650950322212,0.2285095502116241,4.112901871533817,0.28974271678500174,14.241372324321363,3.0,-14.882847920480122,10.429562335549685,4.748675363090773,19.02394328907479,0.03420916954238542,9.815572878772928,37.14143543285821,6.8978898720907225,37.81929760465116,8.87857866769945,-5.612875414103526,3.564818104986792,83.33333333,11.11111111,22.22222222,0.0,33.33333333,25.0,0.0,0.0,0.0,25.0,100.0,50.0,25.0,50.0,75.0,50.0,50.0
13,13,workload,A->B,DX,-0.9786590692095508,-27.199304793162938,38,44.33483382817738,0.18559627845588722,3.6560775846533278,0.25795673524077817,11.76017333897378,3.0,-15.629412326455418,10.894338219435403,6.949565877671333,21.373208889615498,0.8325845814296242,7.7894300798342195,39.59601479882093,5.347283927039748,33.49473200221076,9.00566734820761,-7.067507576271185,4.643338039704454,77.77777778,66.66666667,33.33333333,22.22222222,44.44444444,25.0,0.0,0.0,0.0,0.0,50.0,75.0,25.0,50.0,75.0,75.0,100.0
14,14,baseline,B->A,DX,-0.9559886411472382,-28.699519122232786,61,1.9950165568342024,0.4722532316087094,3.4302305562562188,0.3065797416946304,28.33525840971278,3.0015661707126076,8.976489431480031,21.708722745127304,10.563656368050118,31.569363201180664,8.54381999686766,6.733905546817257,37.23694729522318,9.298735461233594,38.09169005638214,6.6501648891196545,-7.366491840250587,3.72998125303856,33.33333333,22.22222222,11.11111111,22.22222222,44.44444444,0.0,0.0,0.0,0.0,50.0,100.0,0.0,75.0,50.0,75.0,75.0,75.0
14,14,workload,B->A,DX,-1.289637510939156,-29.010641723015972,57,6.014010923771075,0.45420481710398125,3.4920425558322252,0.2959029263336431,31.07309237330299,3.2082474226804125,1.4280956048109965,28.775813776491603,10.03625258831615,34.86049365992339,15.11213663436426,8.959311610468081,52.22024746804124,18.787662942111123,41.68858433608248,11.907823665517524,-1.0473468804123711,7.557042241969389,77.77777778,77.77777778,44.44444444,77.77777778,44.44444444,75.0,0.0,0.0,50.0,0.0,25.0,75.0,25.0,75.0,25.0,25.0,0.0
15,15,baseline,A->B,DX,-0.9875927883876021,-28.165036799701916,48,27.229588968618764,0.30557410059069956,3.5401693064488704,0.32044179390661237,19.01176450479252,3.0,-24.07058439006024,8.04947823064042,3.8191993207831327,12.161904422444284,7.654287981174699,5.531290645959705,19.326607081325303,6.583231915465103,25.510046025602406,7.921476591284198,-3.5370857740963855,3.2733881710215003,116.6666667,11.11111111,55.55555556,44.44444444,33.33333333,0.0,0.0,0.0,25.0,0.0,100.0,75.0,75.0,75.0,100.0,100.0,100.0
15,15,workload,A->B,DX,-1.2232504941157345,-27.344532941617295,47,60.0566213801066,0.13223935797480202,3.5249568908442828,0.2510341483636578,8.40595989834067,3.0065982404692084,-29.870365565982407,5.9462043925488945,4.127731652492668,13.504479585823432,9.25506118255132,3.388026583021193,17.284284546920823,12.949711634274122,7.639446214076245,8.75308907014177,-6.618766286656891,4.299605808365948,66.66666667,88.88888889,77.77777778,77.77777778,44.44444444,75.0,75.0,50.0,100.0,50.0,25.0,25.0,25.0,25.0,50.0,50.0,25.0
16,16,baseline,B->A,DX,-0.9886264888629659,-27.97265717104379,45,12.909058036521426,0.32567503215705046,3.4215361846921626,0.2797378329390778,20.149622011851715,3.1892505677517033,-26.28881483951552,9.084537558471455,3.7037149099167292,13.533833946966492,7.726150647993944,5.241307183097718,21.80970131037093,5.767824582151086,12.820391521574564,7.907158333815493,-5.767929616199849,3.4946911084687104,100.0,0.0,0.0,0.0,11.11111111,0.0,0.0,0.0,0.0,25.0,100.0,100.0,75.0,100.0,100.0,75.0,100.0
16,16,workload,B->A,DX,-1.674529554332048,-27.656370760093104,38,25.69763977622562,0.23563801472022936,3.545010017927681,0.26856227063530747,14.52717462682238,3.1980273141122915,-27.284432336874055,9.942412337992023,4.350114214719271,17.11568257486425,7.314378317905917,6.15522402110718,20.219387995447647,5.19949567871483,11.14401192185129,8.795670008407939,-6.6410423694992415,3.983022243530469,150.0,55.55555556,22.22222222,22.22222222,22.22222222,50.0,0.0,0.0,25.0,0.0,50.0,50.0,25.0,75.0,100.0,100.0,100.0
17,17,baseline,A->B,DX,-0.986383981406644,-28.773793894168794,70,2.6416337285902514,0.46628584484479996,3.498925756782715,0.2778548515587446,28.871779366209502,3.0956719817767655,-33.17348813135915,11.562341370080775,3.8581705512528477,11.793117611072855,-2.6779219741837506,4.987151892590351,30.98246180941534,3.122141381712475,48.24298656871678,6.914077242249446,-2.721958359149582,1.2618757257669713,150.0,0.0,0.0,44.44444444,44.44444444,75.0,0.0,0.0,0.0,0.0,100.0,50.0,75.0,100.0,75.0,50.0,75.0
17,17,workload,A->B,DX,-0.9639285399741297,-28.571279434955564,58,4.740354501779069,0.41448940567364145,3.4530934592179525,0.28336651999526397,25.551568315654542,3.028941355674029,-32.59959195201827,17.27652356756569,4.7500194440213255,14.1851770306873,-0.6622698766184311,5.181811801107052,31.533453675552167,3.9554850487873474,34.26027573571973,7.801086717874923,-4.224517936024371,2.691964702674458,116.6666667,77.77777778,33.33333333,88.88888889,77.77777778,75.0,0.0,0.0,50.0,0.0,50.0,25.0,25.0,25.0,25.0,75.0,25.0
18,18,baseline,B->A,DX,-0.9903274251843335,-28.899427597307835,60,2.980832782551223,0.4563768553954024,3.442969071351833,0.2693753933685453,28.518895393996452,3.45372460496614,5.833930887885628,18.914038622120508,9.237740565838978,29.969957348411864,20.113238331075998,6.363463212923399,28.182047565838975,4.680467424058192,22.87579978555305,5.729847867256561,-15.006039340857788,4.698680940679471,116.6666667,11.11111111,11.11111111,11.11111111,11.11111111,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,25.0,75.0,75.0,75.0
18,18,workload,B->A,DX,-1.4810877482893396,-28.13699049672504,31,43.28052815831961,0.2685109935488797,2.7936801544772036,0.31726604999189123,17.02488055993868,3.531458179126573,-7.021826150999261,14.490296150801644,8.224493167283494,26.203025340482206,25.35394491043671,8.81047194550214,16.198593561065877,5.806574495555485,7.706798900074019,6.379049349891603,-10.127478355292375,4.409920460391644,83.33333333,77.77777778,55.55555556,44.44444444,33.33333333,75.0,50.0,50.0,75.0,25.0,25.0,75.0,25.0,75.0,75.0,75.0,50.0
